molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"6gg4_ligand",0,1,0,1,0,4,0,-1,165.191,3.812,374.402,44.222,144.750,185.430,0.000,604.544,3.000,3.000,0.0240307,0.0138786,0.9235193,17.242,7.047,11.667,9.332,-1.147,-0.718,-0.655,-2.573,26.530,-0.411,13.769,-5.213,9.481,-0.248,4,-0.713,2,45.710,0.000,0.000,73.505,3,0,6,0,6,0,12,0,0.194
"6gfz_ligand",0,0,0,0,3,7,1,-2,490.592,4.008,728.204,380.178,151.327,140.036,56.663,1416.061,2.250,10.450,0.0113459,0.0215256,0.8374651,47.359,13.785,25.103,19.386,1.180,-3.170,-3.742,-0.707,139.570,-1.158,338.918,-3.143,9.313,1.081,6,-0.811,3,72.245,35.298,52.270,124.890,8,0,16,0,16,4,34,0,0.238
"6gfs_ligand",3,0,0,1,0,13,0,-2,242.401,6.546,636.331,536.591,99.740,0.000,0.000,1061.500,1.000,2.000,0.0403720,0.0031430,0.7908514,27.980,8.959,11.062,2.496,4.911,-5.025,-3.289,-3.109,284.225,-1.283,161.533,-2.110,10.784,-1.149,1,0.403,3,100.000,0.000,0.000,49.503,2,0,0,0,0,0,17,0,0.018
"6gf9_ligand",3,0,0,1,0,15,0,-2,270.454,6.687,698.540,590.893,107.648,0.000,0.000,1178.487,1.000,2.000,0.0379410,0.0028631,0.7724256,31.378,10.225,12.135,2.258,5.607,-5.850,-3.864,-3.407,239.153,-1.543,134.032,-2.063,10.826,-1.141,1,0.645,3,89.393,0.000,0.000,50.714,2,1,0,0,0,0,19,1,0.003
"6ge7_ligand",5,0,0,1,0,17,0,-2,298.508,5.838,770.030,662.274,107.756,0.000,0.000,1305.640,1.000,2.000,0.0261006,0.0025973,0.7502507,35.182,11.597,13.157,1.990,6.424,-6.852,-4.443,-3.766,238.589,-1.737,133.691,-1.873,10.893,-1.058,1,0.918,1,94.158,0.000,0.000,50.748,2,1,0,0,0,0,21,1,0.001
"6g98_ligand",2,0,0,1,0,9,0,-2,572.700,5.290,853.205,396.435,214.641,142.133,99.995,1617.013,3.000,7.000,0.0173076,0.0142104,0.7808854,54.137,16.162,27.065,13.538,5.744,-7.907,-7.831,-3.948,23.124,-2.080,37.870,-4.111,9.468,1.792,2,0.958,1,59.076,79.639,0.000,118.073,6,2,24,0,12,12,38,1,0.000
"6g39_ligand",0,0,0,0,0,5,0,-2,392.153,8.024,506.305,95.868,234.104,98.828,77.505,857.781,5.000,9.300,0.0750581,0.0410729,0.8623239,25.908,10.190,22.255,18.610,-0.524,-2.564,-3.938,-4.231,59.689,-1.647,62.490,-5.006,8.187,1.161,5,-0.734,2,55.661,0.000,0.000,126.641,8,0,14,0,14,4,20,0,0.011
"6g38_ligand",0,0,0,0,0,5,0,-2,266.256,9.295,477.498,95.962,243.433,138.103,0.000,800.093,5.000,9.300,0.1079927,0.0435509,0.8728793,23.974,9.466,21.773,18.844,-1.105,-1.928,-1.880,-4.248,48.689,-1.868,18.863,-5.039,8.099,-0.015,5,-0.794,2,50.678,0.000,0.000,127.896,8,0,14,0,14,4,19,0,0.029
"6g37_ligand",0,0,0,0,0,5,0,-2,284.246,4.689,470.694,91.195,222.998,115.604,40.898,803.373,5.000,9.300,0.0273622,0.0441803,0.8879146,23.891,9.027,20.745,18.550,-0.784,-2.040,-2.141,-3.897,76.070,-1.523,51.182,-4.742,8.301,0.258,5,-0.757,2,56.023,40.898,0.000,125.777,8,0,14,0,14,4,20,0,0.047
"6g36_ligand",0,0,0,0,0,5,0,-2,300.701,5.462,495.473,95.304,235.209,100.151,64.809,840.974,5.000,9.300,0.0354747,0.0419708,0.8696269,25.248,9.989,21.443,18.596,-0.649,-2.393,-2.392,-4.119,58.266,-1.652,51.872,-5.022,8.221,0.184,5,-0.744,2,54.746,0.000,0.000,126.675,8,0,14,0,14,4,20,0,0.012
"6g35_ligand",0,0,0,0,0,5,0,-2,345.152,4.438,489.593,91.770,217.877,109.389,70.558,838.053,5.000,9.300,0.0235000,0.0424749,0.8780330,25.219,9.991,21.250,18.529,-0.493,-2.357,-3.117,-4.027,85.070,-1.449,83.961,-4.670,8.269,0.339,5,-0.731,2,58.601,0.000,0.000,124.824,8,0,14,0,14,4,20,0,0.032
"6g34_ligand",0,0,0,0,0,5,0,-2,392.153,8.024,506.305,95.868,234.104,98.828,77.505,857.781,5.000,9.300,0.0750581,0.0410729,0.8623239,25.908,10.190,22.255,18.610,-0.524,-2.564,-3.938,-4.231,59.689,-1.647,62.490,-5.006,8.187,1.161,5,-0.734,2,55.661,0.000,0.000,126.641,8,0,14,0,14,4,20,0,0.011
"6g14_ligand",7,0,0,6,0,17,4,-2,603.163,5.020,717.773,46.080,618.613,36.678,16.402,1329.710,4.000,22.900,0.0189505,0.0638085,0.8147339,36.496,16.221,32.152,30.574,-2.633,0.096,-2.880,6.140,0.000,-6.634,0.000,-11.159,8.619,0.601,2,-3.307,1,0.000,0.000,0.000,357.665,22,3,14,0,14,4,36,1,0.000
"6g9u_ligand",0,0,0,1,0,9,0,-2,516.593,11.062,765.805,308.741,213.303,146.158,97.602,1429.538,3.000,7.000,0.0855995,0.0158322,0.8013906,46.673,14.374,25.405,13.345,4.598,-6.402,-6.955,-3.635,23.809,-1.954,37.923,-4.072,9.303,1.699,2,0.484,1,65.550,78.276,0.000,118.124,6,1,20,0,12,8,34,1,0.000
"6g9i_ligand",1,1,0,0,0,4,0,2,314.857,3.166,591.086,285.496,6.107,229.134,70.349,1063.169,0.000,2.500,0.0094281,0.0000000,0.8522803,36.014,10.267,13.053,4.347,4.628,-4.326,-4.141,-5.741,2162.177,0.838,3058.995,-2.503,8.261,-0.051,6,0.866,3,100.000,0.000,0.000,8.139,2,0,15,0,12,2,22,0,0.028
"6g3q_ligand",0,0,1,0,0,8,0,-2,280.377,5.513,503.673,80.953,230.419,95.861,96.440,825.886,3.000,5.500,0.0368001,0.0189136,0.8452070,22.677,9.411,15.555,11.231,0.730,-2.315,-2.991,-4.494,64.690,-1.832,86.558,-6.723,8.808,1.218,3,-0.529,3,63.628,0.000,0.000,123.030,6,0,5,0,5,0,16,0,0.000
"6g3a_ligand",0,0,0,0,0,5,0,-2,392.153,8.024,506.305,95.868,234.104,98.828,77.505,857.781,5.000,9.300,0.0750581,0.0410729,0.8623239,25.908,10.190,22.255,18.610,-0.524,-2.564,-3.938,-4.231,59.689,-1.647,62.490,-5.006,8.187,1.161,5,-0.734,2,55.661,0.000,0.000,126.641,8,0,14,0,14,4,20,0,0.011
"6g2m_ligand",2,0,0,4,0,8,1,-2,516.337,10.505,646.019,186.612,311.839,144.508,3.060,1279.975,5.000,16.700,0.0862195,0.0578037,0.8825114,41.314,14.489,32.004,26.387,0.663,-2.196,-3.907,3.108,0.178,-2.581,0.027,-5.990,8.583,0.247,2,-1.534,1,0.000,0.000,0.000,209.837,13,2,21,0,21,6,34,1,0.003
"6g2l_ligand",5,0,0,4,0,9,1,-2,536.386,12.531,677.078,157.991,353.307,134.025,31.755,1306.189,5.000,17.200,0.1202142,0.0568034,0.8534866,41.621,15.116,33.048,26.954,0.356,-2.385,-4.085,2.688,0.072,-3.135,0.015,-6.695,8.870,0.274,2,-1.677,1,0.000,0.000,0.000,210.516,13,2,21,0,21,6,34,1,0.000
"6g0z_ligand",5,0,0,3,0,11,2,-2,443.203,5.320,576.356,56.884,460.702,55.903,2.868,1042.956,5.000,17.600,0.0271372,0.0682821,0.8629480,29.056,12.750,27.716,26.853,-2.507,-0.963,-2.050,1.406,0.007,-4.217,0.003,-8.757,8.692,0.750,3,-1.974,1,0.000,0.000,0.000,260.577,16,2,14,0,14,4,28,1,0.000
"6fyz_ligand",0,0,0,0,1,5,1,-2,337.353,5.989,613.789,98.386,155.588,327.773,32.043,1064.470,2.000,6.200,0.0336912,0.0142852,0.8214253,36.366,11.724,18.982,14.329,2.058,-3.702,-4.025,-4.610,207.018,-1.197,224.676,-2.752,9.375,0.762,5,-0.234,3,80.447,32.043,25.685,86.321,5,0,18,0,18,0,25,0,0.118
"6fv4_ligand",4,0,0,2,1,9,2,-2,301.189,7.361,536.798,188.617,343.227,0.000,4.953,876.609,6.000,14.300,0.0618141,0.0652531,0.8251986,23.149,10.007,25.037,26.684,-2.806,-0.476,0.151,0.629,0.193,-3.327,0.158,-6.981,9.739,-0.121,2,-1.967,1,0.000,0.000,33.098,183.424,10,1,6,0,6,5,19,1,0.011
"6fuj_ligand",0,1,0,0,0,6,0,0,282.385,5.126,609.868,251.738,96.227,261.903,0.000,1035.856,3.000,3.500,0.0253618,0.0099401,0.8118247,33.950,10.984,17.382,10.141,3.003,-3.534,-3.026,-6.552,302.186,-0.373,150.130,-3.857,8.788,0.259,4,0.311,3,88.924,0.000,0.000,60.346,3,0,12,0,12,0,21,0,0.011
"6fui_ligand",0,1,0,1,0,7,0,-2,391.472,4.556,703.432,235.719,154.355,313.358,0.000,1250.334,4.000,5.000,0.0166017,0.0142160,0.7979223,42.382,14.081,22.815,13.833,1.862,-5.049,-4.752,-5.215,21.511,-1.076,10.976,-4.651,8.253,1.004,5,0.329,2,61.698,0.000,0.000,109.560,7,0,22,0,22,6,29,1,0.000
"6fuh_ligand",0,1,0,1,0,8,0,-1,365.434,6.156,606.904,132.545,158.755,315.604,0.000,1118.085,4.250,5.250,0.0338908,0.0178334,0.8584103,36.469,12.947,21.666,14.037,0.935,-3.188,-4.160,-4.247,19.540,-0.956,9.894,-4.628,8.383,1.101,5,-0.053,2,55.524,0.000,0.000,109.918,7,0,16,0,16,0,27,1,0.006
"6ftz_ligand",0,1,0,0,0,5,0,-2,308.339,5.189,582.396,48.844,236.078,297.474,0.000,984.909,6.000,6.000,0.0273431,0.0252353,0.8220112,32.892,12.408,23.563,18.345,0.306,-2.191,-2.622,-6.557,14.259,-1.669,5.534,-6.405,8.617,0.896,5,-0.355,2,36.435,0.000,0.000,128.074,6,1,15,0,15,0,23,1,0.001
"6ftp_ligand",2,1,0,0,0,11,1,-2,543.526,3.804,770.255,311.357,319.616,139.282,0.000,1475.262,5.000,14.800,0.0098064,0.0429648,0.8136610,47.153,16.260,31.694,24.169,-0.457,-2.341,-4.022,-5.938,2.301,-2.920,0.770,-7.926,8.988,1.258,9,-0.586,1,0.000,0.000,0.000,215.744,12,3,24,0,24,9,39,2,0.000
"6fs1_ligand",5,0,0,1,0,10,0,-2,593.742,5.724,982.828,438.449,113.897,395.507,34.975,1832.089,2.000,5.250,0.0178829,0.0075543,0.7367474,64.522,20.037,27.685,11.456,8.750,-10.569,-10.880,-5.870,208.649,-1.352,179.783,-1.265,8.204,0.666,6,1.904,1,93.776,0.000,0.000,97.633,8,2,29,0,29,0,43,1,0.000
"6fs0_ligand",4,0,0,1,0,13,0,-1,672.258,1.841,868.092,412.351,71.014,294.708,90.019,1795.785,1.000,5.750,0.0018874,0.0066237,0.8230679,60.180,18.003,25.049,8.588,8.917,-8.193,-12.425,-3.993,532.202,-0.698,990.456,-0.542,8.172,0.675,6,1.682,1,100.000,0.000,0.000,83.296,8,2,29,0,29,0,46,1,0.001
"6fnr_ligand",0,0,0,1,0,3,1,-1,174.586,6.144,353.546,53.615,136.221,100.320,63.390,550.989,2.000,3.500,0.0685017,0.0140003,0.9193496,14.928,5.993,10.438,7.916,1.149,-1.468,-1.740,-1.508,128.149,-0.536,151.910,-3.389,9.412,0.164,2,-0.770,3,71.396,0.000,0.000,73.353,4,0,5,0,5,0,11,0,2.426
"6fnq_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6fnj_ligand",1,0,0,0,0,5,0,-1,503.485,11.767,766.293,171.107,101.937,401.307,91.942,1419.384,2.000,8.000,0.0975427,0.0147642,0.7970833,51.272,14.861,26.207,14.725,4.829,-6.809,-7.812,-6.729,1069.619,-0.582,1696.693,-1.504,8.537,1.319,6,0.657,1,96.482,91.942,0.000,93.518,8,1,27,0,27,0,37,1,0.002
"6fni_ligand",0,0,0,0,0,5,0,0,503.485,6.594,732.252,167.077,96.720,384.278,84.177,1392.265,2.000,7.500,0.0312308,0.0144849,0.8234791,50.024,14.420,24.610,13.996,4.870,-6.364,-8.010,-6.221,1198.680,-0.482,1739.967,-1.468,8.727,1.251,6,0.700,1,100.000,84.177,0.000,91.356,8,1,27,0,27,0,37,1,0.007
"6fng_ligand",1,0,0,0,0,5,0,-1,503.485,11.757,766.224,171.083,102.001,401.313,91.828,1419.302,2.000,8.000,0.0973937,0.0147655,0.7971236,51.268,14.861,26.204,14.725,4.828,-6.807,-7.812,-6.729,1068.129,-0.583,1691.689,-1.506,8.537,1.319,6,0.657,1,96.464,91.828,0.000,93.520,8,1,27,0,27,0,37,1,0.002
"6fnf_ligand",0,0,0,0,0,5,0,0,503.485,6.594,732.252,167.077,96.720,384.278,84.177,1392.265,2.000,7.500,0.0312308,0.0144849,0.8234791,50.024,14.420,24.610,13.996,4.870,-6.364,-8.010,-6.221,1198.680,-0.482,1739.967,-1.468,8.727,1.251,6,0.700,1,100.000,84.177,0.000,91.356,8,1,27,0,27,0,37,1,0.007
"6fmj_ligand",0,0,0,0,2,6,0,-1,446.581,5.757,709.840,329.182,142.366,158.038,80.254,1342.610,3.000,10.200,0.0246870,0.0248886,0.8291593,45.234,14.030,25.565,20.012,1.546,-3.465,-3.597,-2.301,190.775,-0.982,563.879,-3.011,9.012,1.249,6,-0.586,3,76.814,0.000,45.895,115.373,7,0,16,0,16,4,30,0,0.149
"6fmc_ligand",7,1,1,1,0,14,0,-2,584.664,7.746,926.393,147.962,375.246,363.316,39.869,1673.403,7.250,10.750,0.0358552,0.0312451,0.7358173,55.296,21.427,36.377,25.105,0.284,-5.695,-6.374,-6.458,0.173,-4.405,0.099,-9.936,8.147,1.106,8,-0.140,1,0.000,0.000,0.000,232.205,12,3,20,0,20,0,40,2,0.000
"6fhu_ligand",3,1,0,0,3,9,0,-2,274.319,4.123,535.285,293.586,241.700,0.000,0.000,927.991,4.500,7.700,0.0183138,0.0305149,0.8595587,25.205,9.567,19.007,20.550,-2.473,1.666,1.110,-0.407,3.067,-1.761,4.846,-7.173,9.380,-0.738,7,-1.603,1,8.217,0.000,77.144,161.563,8,1,0,0,0,0,19,2,0.854
"6fhq_ligand",0,1,0,0,0,3,0,-1,157.190,6.790,357.613,55.839,137.810,109.830,54.134,536.571,3.000,5.000,0.0859201,0.0242168,0.8929683,14.442,5.807,12.696,10.940,-0.610,-0.120,-0.077,-4.514,121.884,-0.238,111.376,-5.447,8.960,0.768,4,-0.793,2,60.706,0.000,0.000,76.104,4,0,5,0,5,0,10,0,0.426
"6fhk_ligand",5,0,0,3,0,11,2,-2,427.204,13.536,591.569,60.351,410.454,112.448,8.317,1048.085,4.000,16.100,0.1748171,0.0544315,0.8435106,29.801,12.602,27.543,23.993,-1.623,-1.078,-2.283,0.822,0.021,-3.925,0.010,-7.632,8.450,0.260,4,-1.974,1,0.000,0.000,0.000,233.617,15,2,14,0,14,4,27,1,0.001
"6fgg_ligand",0,1,0,0,0,5,0,1,358.396,8.655,620.930,329.982,131.971,158.977,0.000,1119.203,1.000,10.500,0.0669314,0.0169101,0.8395799,36.944,10.894,20.040,13.896,0.679,-1.650,-2.048,-5.612,138.460,-0.588,64.581,-4.974,8.900,0.397,2,-0.605,3,69.249,0.000,0.000,111.852,8,0,15,0,15,2,26,0,0.069
"6fe1_ligand",1,0,0,0,0,8,0,-2,444.483,10.298,637.967,309.223,241.075,15.543,72.126,1175.427,2.000,9.200,0.0902200,0.0203941,0.8443010,35.898,10.972,21.349,13.252,1.413,-3.737,-4.393,-4.125,51.261,-1.996,49.532,-5.140,9.701,2.103,2,-0.255,3,65.820,69.704,0.000,128.087,7,0,14,0,6,8,28,0,0.001
"6fe0_ligand",1,0,0,0,0,8,0,-2,412.485,4.122,608.594,304.369,161.054,24.748,118.424,1119.623,3.000,6.700,0.0151760,0.0190681,0.8568110,33.753,10.370,19.546,11.718,2.649,-4.157,-4.638,-3.967,294.186,-1.091,587.109,-3.632,9.612,1.833,2,0.009,3,86.639,81.567,0.000,91.167,5,0,14,0,6,8,26,0,0.007
"6fba_ligand",1,0,0,0,0,2,0,0,160.172,1.807,358.071,0.000,101.597,256.475,0.000,561.562,2.000,1.500,0.0058168,0.0059243,0.9193071,17.485,6.517,9.194,6.982,1.488,-1.681,-2.291,-4.061,1077.606,-0.358,536.334,-2.296,8.610,0.698,2,-0.351,3,89.936,0.000,0.000,44.122,2,0,10,0,10,0,12,0,16.886
"6faf_ligand",0,0,0,0,1,5,0,-2,335.377,10.260,614.868,169.968,237.936,205.344,1.619,1037.291,5.000,7.250,0.1014857,0.0263658,0.8059662,34.109,12.059,24.046,18.855,0.176,-3.321,-3.067,-4.277,39.989,-2.176,21.919,-4.701,8.809,0.705,5,-0.625,2,56.648,0.000,17.287,131.875,7,0,12,0,12,0,23,0,0.003
"6faa_ligand",5,0,0,3,0,11,2,-2,427.204,13.536,591.569,60.351,410.454,112.448,8.317,1048.085,4.000,16.100,0.1748171,0.0544315,0.8435106,29.801,12.602,27.543,23.993,-1.623,-1.078,-2.283,0.822,0.021,-3.925,0.010,-7.632,8.450,0.260,4,-1.974,1,0.000,0.000,0.000,233.617,15,2,14,0,14,4,27,1,0.001
"6fa4_ligand",1,1,0,0,0,6,0,1,391.469,1.006,728.007,389.663,19.416,318.928,0.000,1278.687,1.000,5.000,0.0007920,0.0068681,0.7825979,44.212,12.804,18.189,8.839,4.919,-5.484,-5.316,-7.297,1616.868,0.389,919.988,-2.240,7.822,0.421,6,0.851,3,100.000,0.000,0.000,47.944,6,0,22,0,22,2,29,0,0.007
"6f92_ligand",0,0,0,0,0,5,0,-2,200.194,4.547,386.668,104.968,194.465,87.235,0.000,629.762,4.000,8.300,0.0328337,0.0429309,0.9189204,16.672,7.152,15.950,15.497,-1.177,-1.070,-0.966,-3.260,141.838,-1.273,59.915,-4.316,9.279,-0.621,4,-0.863,2,58.565,0.000,0.000,102.886,6,0,9,0,9,4,14,0,0.824
"6f90_ligand",0,0,0,0,0,5,0,-2,200.194,4.547,386.668,104.968,194.465,87.235,0.000,629.762,4.000,8.300,0.0328337,0.0429309,0.9189204,16.672,7.152,15.950,15.497,-1.177,-1.070,-0.966,-3.260,141.838,-1.273,59.915,-4.316,9.279,-0.621,4,-0.863,2,58.565,0.000,0.000,102.886,6,0,9,0,9,4,14,0,0.824
"6f28_ligand",1,2,0,1,0,4,0,-1,254.245,6.755,436.063,181.604,253.476,0.983,0.000,750.137,4.000,8.500,0.0608226,0.0389852,0.9156084,21.307,8.148,18.266,15.848,-3.586,0.105,0.340,-2.547,0.616,-0.896,0.261,-9.929,9.413,0.513,6,-0.857,1,2.181,0.000,0.000,152.095,8,0,9,0,9,2,18,1,0.000
"6f20_ligand",0,0,0,0,0,2,1,0,190.201,1.703,428.487,140.762,106.887,180.838,0.000,679.417,1.000,3.000,0.0042695,0.0070014,0.8722729,21.479,6.639,9.736,6.686,1.749,-2.739,-2.441,-4.461,960.038,-0.494,473.376,-2.660,8.787,0.838,1,-0.178,3,90.565,0.000,0.000,61.925,4,0,9,0,9,0,14,0,0.759
"6f9v_ligand",5,1,0,2,2,19,0,-2,584.683,6.365,913.387,422.699,367.561,122.544,0.583,1738.974,5.500,12.750,0.0232976,0.0327368,0.7656650,52.410,19.270,33.145,24.242,-0.785,-3.119,-3.703,-0.271,0.027,-4.362,0.021,-8.100,8.916,0.731,7,-1.113,1,0.000,0.000,34.706,249.790,13,3,11,0,11,5,40,2,0.000
"6f9u_ligand",3,0,0,3,3,15,0,-2,535.550,12.301,858.970,378.983,338.179,141.808,0.000,1597.199,4.250,11.500,0.0947385,0.0276003,0.7692950,49.489,17.601,30.590,23.718,1.560,-3.105,-3.736,3.604,0.033,-4.150,0.048,-5.812,8.889,-0.350,6,-1.495,1,0.000,0.000,59.774,258.754,13,3,11,0,11,5,38,1,0.001
"6f9g_ligand",6,2,0,0,0,5,0,0,88.152,0.001,301.129,173.568,127.561,0.000,0.000,439.030,4.000,2.000,0.0000000,0.0132834,0.9277029,8.205,4.068,8.674,8.037,-1.362,2.000,1.790,-4.154,38.022,0.071,17.673,-7.516,9.422,-2.765,4,-1.018,2,47.251,0.000,0.000,54.302,2,0,0,0,0,0,6,0,0.269
"6f05_ligand",5,1,0,3,2,12,0,-2,355.319,9.702,591.700,167.712,421.829,0.000,2.158,1018.000,5.250,12.250,0.0924736,0.0474367,0.8271082,26.881,11.804,24.876,23.915,-4.516,0.099,0.536,3.116,0.002,-3.867,0.002,-10.204,9.346,0.769,6,-2.252,1,0.000,0.000,37.754,254.671,12,2,0,0,0,0,23,1,0.000
"6f3b_ligand",1,0,0,0,1,6,0,-2,335.377,12.740,630.274,134.817,259.138,234.524,1.796,1046.979,5.000,7.250,0.1550154,0.0257213,0.7911532,34.133,12.510,24.852,18.957,0.099,-3.413,-3.067,-4.655,25.533,-2.554,13.319,-4.893,8.993,0.637,4,-0.667,2,52.708,0.000,16.506,135.599,7,0,12,0,12,0,23,0,0.002
"6f1n_ligand",3,1,0,1,0,11,0,-2,441.461,3.367,726.727,204.521,376.469,105.115,40.621,1270.568,6.000,9.000,0.0089239,0.0303352,0.7806554,38.635,15.165,27.226,19.984,-1.465,-4.730,-5.113,-4.501,0.168,-3.720,0.097,-9.094,8.115,1.026,5,-0.522,1,0.000,0.000,0.000,201.425,10,1,15,0,15,0,31,1,0.000
"6f1j_ligand",4,1,0,0,0,4,0,-1,133.147,1.214,319.144,150.107,169.037,0.000,0.000,486.717,4.000,6.600,0.0030281,0.0413607,0.9376255,10.756,5.018,12.345,13.114,-1.806,0.533,0.560,-3.267,61.635,-0.561,26.926,-6.313,9.129,-2.389,3,-0.849,2,48.408,0.000,0.000,82.589,4,0,5,0,5,4,9,0,0.221
"6ezq_ligand",2,0,0,1,0,14,0,-2,378.427,11.890,751.653,362.205,302.369,87.079,0.000,1285.742,2.000,6.500,0.1099591,0.0122296,0.7607644,37.144,13.554,20.133,10.420,2.985,-5.198,-4.818,-4.011,3.405,-3.763,1.353,-5.441,9.205,2.475,4,0.017,2,53.950,0.000,0.000,152.527,9,0,9,0,9,0,27,1,0.000
"6eyt_ligand",6,0,0,3,0,10,2,-2,404.163,17.704,537.994,44.621,428.384,53.376,11.613,959.007,3.000,15.600,0.3268282,0.0502236,0.8741821,26.314,11.363,26.799,21.848,-2.028,-0.482,-1.843,1.600,0.014,-3.748,0.007,-8.266,9.528,0.398,3,-2.054,1,0.000,0.000,0.000,245.359,14,2,11,0,11,4,25,1,0.001
"6eyb_ligand",1,0,0,0,0,3,0,-1,366.421,6.861,645.342,28.984,113.814,502.544,0.000,1161.154,2.000,2.750,0.0405350,0.0060264,0.8278813,43.188,13.800,19.638,10.441,5.000,-6.317,-6.986,-6.714,825.277,-0.724,401.980,-1.559,8.552,0.780,2,1.018,1,100.000,0.000,0.000,66.771,5,0,26,0,26,0,28,1,0.005
"6eya_ligand",0,0,0,0,0,5,1,-1,415.448,5.234,666.030,271.756,120.811,273.463,0.000,1227.475,1.000,5.250,0.0223171,0.0078825,0.8324274,42.371,12.624,18.634,9.537,4.280,-5.662,-6.938,-5.548,708.354,-0.900,340.791,-2.303,8.760,0.407,3,0.722,3,100.000,0.000,0.000,94.827,7,0,24,0,24,1,31,0,0.005
"6ey9_ligand",0,0,0,0,0,6,0,-1,419.910,4.243,610.011,143.269,134.395,268.666,63.680,1201.331,1.000,3.750,0.0149835,0.0061474,0.8959199,40.636,12.987,17.681,7.786,4.907,-5.327,-7.523,-4.497,526.543,-0.758,552.197,-2.474,8.784,0.503,4,0.929,3,100.000,0.000,0.000,76.684,5,0,21,0,21,0,30,0,0.007
"6ey8_ligand",0,0,0,0,0,6,0,-1,405.883,5.931,641.490,126.837,130.623,314.442,69.589,1196.604,1.000,3.750,0.0294012,0.0058458,0.8497196,40.884,13.197,17.884,8.149,4.965,-5.919,-7.232,-5.463,571.750,-0.833,650.317,-2.243,8.886,0.534,3,0.903,3,100.000,0.000,0.000,77.402,5,0,21,0,21,0,29,1,0.003
"6exs_ligand",0,1,0,1,1,12,0,-2,292.393,6.743,544.919,293.665,232.958,0.000,18.296,970.239,4.250,6.950,0.0468575,0.0262934,0.8697989,24.970,10.028,18.538,15.322,-1.921,-0.379,-0.696,-1.183,2.199,-1.769,2.163,-6.723,9.514,0.312,5,-1.062,1,21.821,0.000,30.776,133.607,6,0,0,0,0,0,19,1,0.023
"6exj_ligand",13,0,0,2,7,25,0,-2,717.772,13.727,1098.673,623.239,475.434,0.000,0.000,2142.957,5.250,18.150,0.0879344,0.0378519,0.7316537,63.555,23.130,40.569,37.419,-2.097,0.125,-1.752,7.362,0.001,-6.864,0.007,-7.882,9.568,-0.034,11,-2.980,1,0.000,0.000,159.051,386.965,20,3,0,0,0,0,50,2,0.013
"6exi_ligand",0,0,0,0,0,5,0,-2,267.244,7.906,473.588,97.777,273.303,102.508,0.000,789.681,5.000,10.800,0.0791543,0.0509927,0.8724327,23.217,9.317,22.010,20.273,-1.822,-1.812,-1.506,-4.085,25.361,-2.132,9.321,-5.715,8.454,0.208,5,-0.903,2,41.411,0.000,0.000,142.529,9,0,14,0,14,4,19,0,0.008
"6ex1_ligand",0,1,0,0,0,5,0,-2,359.442,10.523,638.728,138.296,201.161,297.560,1.711,1117.982,3.000,9.000,0.0990432,0.0244055,0.8155913,38.219,12.796,23.511,16.805,0.824,-2.817,-2.749,-6.661,30.563,-1.351,12.891,-5.761,9.590,1.030,1,-0.252,2,58.355,0.000,0.000,108.522,6,0,18,0,18,4,25,0,0.001
"6evr_ligand",0,0,0,0,1,5,0,-2,401.479,8.213,647.349,191.181,213.870,240.483,1.815,1189.348,2.000,10.500,0.0567095,0.0229385,0.8386213,40.530,12.938,23.177,18.548,0.541,-2.837,-3.403,-3.916,56.426,-1.761,38.777,-4.134,9.620,1.184,1,-0.647,3,61.463,0.000,27.173,124.312,7,0,18,0,18,4,28,0,0.050
